ObjectType	Schema	Name	Col/ParamName	Order	DataType	MaxLength	NumericPrecision	NumericScale	DateTimePrecision	IsNullable	DefaultValue	ParameterMode	RoutineDefinition
Table	landing	Organisation	OrganisationEntityType	25	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	Organisation	ShortCode	26	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	Organisation	Class	27	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	Organisation	Edition	28	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	Organisation	LineOfBusiness	29	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	Organisation	Addresses	30	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	Organisation	Phones	31	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	Organisation	ExternalLinks	32	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	Organisation	PaymentTerms	33	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	Organisations	Organisations	1	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	Overpayment	Type	1	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	Overpayment	Contact	2	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	Overpayment	Date	3	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	Overpayment	Status	4	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	Overpayment	LineAmountTypes	5	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	Overpayment	LineItems	6	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	Overpayment	SubTotal	7	decimal	NULL	19	4	NULL	YES	NULL	NULL	NULL
Table	landing	Overpayment	TotalTax	8	decimal	NULL	19	4	NULL	YES	NULL	NULL	NULL
Table	landing	Overpayment	Total	9	decimal	NULL	19	4	NULL	YES	NULL	NULL	NULL
Table	landing	Overpayment	UpdatedDateUTC	10	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	Overpayment	CurrencyCode	11	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	Overpayment	OverpaymentID	12	uniqueidentifier	NULL	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	Overpayment	CurrencyRate	13	decimal	NULL	19	4	NULL	YES	NULL	NULL	NULL
Table	landing	Overpayment	RemainingCredit	14	decimal	NULL	19	4	NULL	YES	NULL	NULL	NULL
Table	landing	Overpayment	Allocations	15	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	Overpayment	AppliedAmount	16	decimal	NULL	19	4	NULL	YES	NULL	NULL	NULL
Table	landing	Overpayment	Payments	17	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	Overpayment	HasAttachments	18	bit	NULL	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	Overpayment	Attachments	19	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	Overpayments	pagination	1	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	Overpayments	Warnings	2	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	Overpayments	Overpayments	3	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	Pagination	page	1	int	NULL	10	0	NULL	YES	NULL	NULL	NULL
Table	landing	Pagination	pageSize	2	int	NULL	10	0	NULL	YES	NULL	NULL	NULL
Table	landing	Pagination	pageCount	3	int	NULL	10	0	NULL	YES	NULL	NULL	NULL
Table	landing	Pagination	itemCount	4	int	NULL	10	0	NULL	YES	NULL	NULL	NULL
Table	landing	Payment	Invoice	1	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	Payment	CreditNote	2	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	Payment	Prepayment	3	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	Payment	Overpayment	4	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	Payment	InvoiceNumber	5	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	Payment	CreditNoteNumber	6	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	Payment	BatchPayment	7	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	Payment	Account	8	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	Payment	Code	9	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	Payment	Date	10	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	Payment	CurrencyRate	11	decimal	NULL	19	4	NULL	YES	NULL	NULL	NULL
Table	landing	Payment	Amount	12	decimal	NULL	19	4	NULL	YES	NULL	NULL	NULL
Table	landing	Payment	BankAmount	13	decimal	NULL	19	4	NULL	YES	NULL	NULL	NULL
Table	landing	Payment	Reference	14	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	Payment	IsReconciled	15	bit	NULL	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	Payment	Status	16	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	Payment	PaymentType	17	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	Payment	UpdatedDateUTC	18	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	Payment	PaymentID	19	uniqueidentifier	NULL	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	Payment	BatchPaymentID	20	uniqueidentifier	NULL	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	Payment	BankAccountNumber	21	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	Payment	Particulars	22	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	Payment	Details	23	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	Payment	HasAccount	24	bit	NULL	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	Payment	HasValidationErrors	25	bit	NULL	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	Payment	StatusAttributeString	26	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	Payment	ValidationErrors	27	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	Payment	Warnings	28	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	PaymentDelete	Status	1	nvarchar	-1	NULL	NULL	NULL	NO	NULL	NULL	NULL
Table	landing	Payments	pagination	1	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	Payments	Warnings	2	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	Payments	Payments	3	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	PaymentServices	PaymentServices	1	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	PaymentTerm	Bills	1	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	PaymentTerm	Sales	2	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	Phone	PhoneType	1	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	Phone	PhoneNumber	2	nvarchar	50	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	Phone	PhoneAreaCode	3	nvarchar	10	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	Phone	PhoneCountryCode	4	nvarchar	20	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	Prepayment	Type	1	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	Prepayment	Contact	2	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	Prepayment	Date	3	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	Prepayment	Status	4	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	Prepayment	LineAmountTypes	5	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	Prepayment	LineItems	6	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	Prepayment	SubTotal	7	decimal	NULL	19	4	NULL	YES	NULL	NULL	NULL
Table	landing	Prepayment	TotalTax	8	decimal	NULL	19	4	NULL	YES	NULL	NULL	NULL
Table	landing	Prepayment	Total	9	decimal	NULL	19	4	NULL	YES	NULL	NULL	NULL
Table	landing	Prepayment	Reference	10	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	Prepayment	UpdatedDateUTC	11	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	Prepayment	CurrencyCode	12	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	Prepayment	PrepaymentID	13	uniqueidentifier	NULL	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	Prepayment	CurrencyRate	14	decimal	NULL	19	4	NULL	YES	NULL	NULL	NULL
Table	landing	Prepayment	RemainingCredit	15	decimal	NULL	19	4	NULL	YES	NULL	NULL	NULL
Table	landing	Prepayment	Allocations	16	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	Prepayment	Payments	17	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	Prepayment	AppliedAmount	18	decimal	NULL	19	4	NULL	YES	NULL	NULL	NULL
Table	landing	Prepayment	HasAttachments	19	bit	NULL	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	Prepayment	Attachments	20	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	Prepayments	pagination	1	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	Prepayments	Warnings	2	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	Prepayments	Prepayments	3	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	Purchase	UnitPrice	1	decimal	NULL	19	4	NULL	YES	NULL	NULL	NULL
Table	landing	Purchase	AccountCode	2	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	Purchase	COGSAccountCode	3	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	Purchase	TaxType	4	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	PurchaseOrder	Contact	1	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	PurchaseOrder	LineItems	2	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	PurchaseOrder	Date	3	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	PurchaseOrder	DeliveryDate	4	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	PurchaseOrder	LineAmountTypes	5	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	PurchaseOrder	PurchaseOrderNumber	6	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	PurchaseOrder	Reference	7	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	PurchaseOrder	BrandingThemeID	8	uniqueidentifier	NULL	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	PurchaseOrder	CurrencyCode	9	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	PurchaseOrder	Status	10	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	PurchaseOrder	SentToContact	11	bit	NULL	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	PurchaseOrder	DeliveryAddress	12	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	PurchaseOrder	AttentionTo	13	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	PurchaseOrder	Telephone	14	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	PurchaseOrder	DeliveryInstructions	15	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	PurchaseOrder	ExpectedArrivalDate	16	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	PurchaseOrder	PurchaseOrderID	17	uniqueidentifier	NULL	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	PurchaseOrder	CurrencyRate	18	decimal	NULL	19	4	NULL	YES	NULL	NULL	NULL
Table	landing	PurchaseOrder	SubTotal	19	decimal	NULL	19	4	NULL	YES	NULL	NULL	NULL
Table	landing	PurchaseOrder	TotalTax	20	decimal	NULL	19	4	NULL	YES	NULL	NULL	NULL
Table	landing	PurchaseOrder	Total	21	decimal	NULL	19	4	NULL	YES	NULL	NULL	NULL
Table	landing	PurchaseOrder	TotalDiscount	22	decimal	NULL	19	4	NULL	YES	NULL	NULL	NULL
Table	landing	PurchaseOrder	HasAttachments	23	bit	NULL	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	PurchaseOrder	UpdatedDateUTC	24	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	PurchaseOrder	StatusAttributeString	25	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	PurchaseOrder	ValidationErrors	26	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	PurchaseOrder	Warnings	27	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	PurchaseOrder	Attachments	28	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	PurchaseOrders	pagination	1	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	PurchaseOrders	Warnings	2	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	PurchaseOrders	PurchaseOrders	3	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	Quote	QuoteID	1	uniqueidentifier	NULL	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	Quote	QuoteNumber	2	nvarchar	255	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	Quote	Reference	3	nvarchar	4000	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	Quote	Terms	4	nvarchar	4000	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	Quote	Contact	5	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	Quote	LineItems	6	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	Quote	Date	7	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	Quote	DateString	8	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	Quote	ExpiryDate	9	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	Quote	ExpiryDateString	10	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	Quote	Status	11	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	Quote	CurrencyCode	12	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	Quote	CurrencyRate	13	decimal	NULL	19	4	NULL	YES	NULL	NULL	NULL
Table	landing	Quote	SubTotal	14	decimal	NULL	19	4	NULL	YES	NULL	NULL	NULL
Table	landing	Quote	TotalTax	15	decimal	NULL	19	4	NULL	YES	NULL	NULL	NULL
Table	landing	Quote	Total	16	decimal	NULL	19	4	NULL	YES	NULL	NULL	NULL
Table	landing	Quote	TotalDiscount	17	decimal	NULL	19	4	NULL	YES	NULL	NULL	NULL
Table	landing	Quote	Title	18	nvarchar	100	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	Quote	Summary	19	nvarchar	3000	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	Quote	BrandingThemeID	20	uniqueidentifier	NULL	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	Quote	UpdatedDateUTC	21	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	Quote	LineAmountTypes	22	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	Quote	StatusAttributeString	23	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	Quote	ValidationErrors	24	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	Quotes	Quotes	1	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	Receipt	Date	1	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	Receipt	Contact	2	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	Receipt	LineItems	3	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	Receipt	User	4	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	Receipt	Reference	5	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	Receipt	LineAmountTypes	6	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	Receipt	SubTotal	7	decimal	NULL	19	4	NULL	YES	NULL	NULL	NULL
Table	landing	Receipt	TotalTax	8	decimal	NULL	19	4	NULL	YES	NULL	NULL	NULL
Table	landing	Receipt	Total	9	decimal	NULL	19	4	NULL	YES	NULL	NULL	NULL
Table	landing	Receipt	ReceiptID	10	uniqueidentifier	NULL	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	Receipt	Status	11	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	Receipt	ReceiptNumber	12	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	Receipt	UpdatedDateUTC	13	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	Receipt	HasAttachments	14	bit	NULL	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	Receipt	Url	15	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	Receipt	ValidationErrors	16	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	Receipt	Warnings	17	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	Receipt	Attachments	18	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	Receipts	Receipts	1	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	RepeatingInvoice	Type	1	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	RepeatingInvoice	Contact	2	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	RepeatingInvoice	Schedule	3	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	RepeatingInvoice	LineItems	4	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	RepeatingInvoice	LineAmountTypes	5	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	RepeatingInvoice	Reference	6	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	RepeatingInvoice	BrandingThemeID	7	uniqueidentifier	NULL	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	RepeatingInvoice	CurrencyCode	8	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	RepeatingInvoice	Status	9	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	RepeatingInvoice	SubTotal	10	decimal	NULL	19	4	NULL	YES	NULL	NULL	NULL
Table	landing	RepeatingInvoice	TotalTax	11	decimal	NULL	19	4	NULL	YES	NULL	NULL	NULL
Table	landing	RepeatingInvoice	Total	12	decimal	NULL	19	4	NULL	YES	NULL	NULL	NULL
Table	landing	RepeatingInvoice	RepeatingInvoiceID	13	uniqueidentifier	NULL	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	RepeatingInvoice	ID	14	uniqueidentifier	NULL	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	RepeatingInvoice	HasAttachments	15	bit	NULL	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	RepeatingInvoice	Attachments	16	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	RepeatingInvoice	ApprovedForSending	17	bit	NULL	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	RepeatingInvoice	SendCopy	18	bit	NULL	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	RepeatingInvoice	MarkAsSent	19	bit	NULL	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	RepeatingInvoice	IncludePDF	20	bit	NULL	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	RepeatingInvoices	RepeatingInvoices	1	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	ReportCell	Value	1	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	ReportCell	Attributes	2	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	ReportFields	FieldID	1	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	ReportFields	Description	2	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	ReportFields	Value	3	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	ReportRow	RowType	1	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	ReportRow	Title	2	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	ReportRow	Cells	3	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	ReportRows	RowType	1	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	ReportRows	Title	2	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	ReportRows	Cells	3	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	ReportRows	Rows	4	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	Reports	ReportRunID	1	int	NULL	10	0	NULL	NO	NULL	NULL	NULL
Table	landing	Reports	TenantId	2	uniqueidentifier	NULL	NULL	NULL	NULL	NO	NULL	NULL	NULL
Table	landing	Reports	ReportName	3	nvarchar	60	NULL	NULL	NULL	NO	NULL	NULL	NULL
Table	landing	Reports	ParametersJson	4	nvarchar	-1	NULL	NULL	NULL	NO	NULL	NULL	NULL
Table	landing	Reports	RawJson	5	nvarchar	-1	NULL	NULL	NULL	NO	NULL	NULL	NULL
Table	landing	Reports	LoadedUTC	6	datetime2	NULL	NULL	NULL	7	NO	(sysutcdatetime())	NULL	NULL
Table	landing	ReportWithRows	Reports	1	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	RequestEmpty	Status	1	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	SalesTrackingCategory	TrackingCategoryName	1	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	SalesTrackingCategory	TrackingOptionName	2	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	Schedule	Period	1	int	NULL	10	0	NULL	YES	NULL	NULL	NULL
Table	landing	Schedule	Unit	2	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	Schedule	DueDate	3	int	NULL	10	0	NULL	YES	NULL	NULL	NULL
Table	landing	Schedule	DueDateType	4	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	Schedule	StartDate	5	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	Schedule	NextScheduledDate	6	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	Schedule	EndDate	7	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	TaxBreakdownComponent	TaxComponentId	1	uniqueidentifier	NULL	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	TaxBreakdownComponent	Type	2	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	TaxBreakdownComponent	Name	3	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	TaxBreakdownComponent	TaxPercentage	4	decimal	NULL	19	4	NULL	YES	NULL	NULL	NULL
Table	landing	TaxBreakdownComponent	TaxAmount	5	decimal	NULL	19	4	NULL	YES	NULL	NULL	NULL
Table	landing	TaxBreakdownComponent	TaxableAmount	6	decimal	NULL	19	4	NULL	YES	NULL	NULL	NULL
Table	landing	TaxBreakdownComponent	NonTaxableAmount	7	decimal	NULL	19	4	NULL	YES	NULL	NULL	NULL
Table	landing	TaxBreakdownComponent	ExemptAmount	8	decimal	NULL	19	4	NULL	YES	NULL	NULL	NULL
Table	landing	TaxBreakdownComponent	StateAssignedNo	9	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	TaxBreakdownComponent	JurisdictionRegion	10	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	TaxComponent	Name	1	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	TaxComponent	Rate	2	decimal	NULL	19	4	NULL	YES	NULL	NULL	NULL
Table	landing	TaxComponent	IsCompound	3	bit	NULL	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	TaxComponent	IsNonRecoverable	4	bit	NULL	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	TaxRate	Name	1	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	TaxRate	TaxType	2	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	TaxRate	TaxComponents	3	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	TaxRate	Status	4	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	TaxRate	ReportTaxType	5	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	TaxRate	CanApplyToAssets	6	bit	NULL	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	TaxRate	CanApplyToEquity	7	bit	NULL	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	TaxRate	CanApplyToExpenses	8	bit	NULL	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	TaxRate	CanApplyToLiabilities	9	bit	NULL	NULL	NULL	NULL	YES	NULL	NULL	NULL
